consent,school year,GPA,gender,race,citizen,English,Greek,major_class,double_major,num_class,num_credithrs,hrs_academics,hrs_extracurr,grad_degree,exam_prep,exam_sleep,alcohol,ill_drugs,pres_drugs,demanding,pressure,anxiety,scholarship_recipient,conduct,traum_event,knowledge_A,knowledge_B,knowledge_C,knowledge_D,knowledge_E,knowledge_F,knowledge_G,Exams_A,Exams_B,Exams_C,Exams_D,Exams_E,Exams_F,Exams_G,Exams_H,Exams_I,Writing_A,Writing_B,Writing_C,Writing_D,Writing_E,Writing_F,Writing_G,Collaboration_A,Collaboration_B,Collaboration_C,Collaboration_D,Other_A,Other_B,Other_C,Other_D,Other_E,Other_F,Other_G,Other_H,Other_I,Other_J,Other_K,Other_L,Other_M,Other_N,Other_O,why_A,why_B,why_C,why_D,why_E,why_F,why_G,why_H,why_I,why_J,why_K,why_never_A,why_never_B,why_never_C,why_never_D,why_never_E,why_never_F,aware_A,aware_B,aware_C,aware_D,aware_E,aware_F,aware_G,aware_H,aware_I,aware_J,aware_K,aware_L,aware_M,aware_N,aware_O,understanding,witness_A,witness_B,witness_C,witness_D,witness_E,witness_F,witness_G,witness_H,anticipate_exam,anticipate_writing,anticipate_collaboration,anticipate_other,hs,hs_exam,hs_writing,hs_collaboration,hs_other,hs_action,age_misconduct,aware_sanction,HC_comm
yes,Freshman,3,Female,Black/African American,Yes,Yes,No,Natural Sciences,No,4,15,25,5,pre-med,>1week,8,0,No,Never,8,7,8,yes,No,No,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,unchecked,checked,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,No,No,No,No,No,No,No,No,No,No,No,No,Public,0 times,1 time,1 time,0 times,Somewhat,13,Yes,Yes
yes,Freshman,3.48,Female,Asian,No,Yes,No,Social Sciences,Yes,5,19,27,8,other,2-3day,7,8,"Yes, regularly",Never,10,10,10,no,No,Yes,unchecked,checked,checked,unchecked,unchecked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,No,No,No,No,No,No,No,No,No,No,No,No,Private,0 times,0 times,0 times,0 times,Yes,99,Yes,Yes
yes,Sophomore,3.18,Female,Black/African American,Yes,Yes,No,Social Sciences,No,5,18,12,15,pre-med,2-3day,6,1,"Yes, occasionally",Rarely,5,5,7,no,No,Yes,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,2-4 times,1 time,0 times,2-4 times,1 time,0 times,0 times,0 times,0 times,0 times,1 time,1 time,1 time,0 times,1 time,0 times,1 time,1 time,2-4 times,0 times,0 times,0 times,2-4 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,checked,checked,checked,unchecked,unchecked,unchecked,checked,checked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,"Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent",No,No,Maybe,No,Private,1 time,0 times,0 times,0 times,Yes,17,Yes,Yes
yes,Senior,3.6,Female,Black/African American,Yes,Yes,No,Social Sciences,No,5,15,15,5,pre-med,2-3day,6,0,No,Never,5,5,6,no,No,No,checked,checked,checked,unchecked,checked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,2-4 times,2-4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,unchecked,unchecked,unchecked,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,No,No,No,No,No,"Yes, silent","Yes, silent",No,No,No,No,No,Public,0 times,0 times,0 times,0 times,Somewhat,9,Yes,Yes
yes,Freshman,4,Male,White/Caucasian,Yes,Yes,No,Social Sciences,Yes,5,16,4,10,other,2-3day,8,0,No,Never,5,9,5,no,No,No,unchecked,unchecked,checked,unchecked,checked,checked,unchecked,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,checked,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,No,No,No,"Yes, silent","Yes, silent","Yes, silent","Yes, silent",No,No,No,No,No,Public,2-4 times,0 times,>4 times,0 times,Somewhat,11,No,No
yes,Freshman,3.9,Male,White/Caucasian,Yes,Yes,No,Natural Sciences,Yes,4,16,5,0,pre-med,<12hrs,10,0,"Yes, occasionally",Never,6,5,2,no,No,No,checked,checked,checked,unchecked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,checked,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,No,No,No,No,No,No,No,No,No,No,No,No,Public,0 times,0 times,>4 times,0 times,Somewhat,15,Yes,Yes
yes,Freshman,3.5,Male,White/Caucasian,Yes,Yes,No,Humanities,No,5,17,14,4,other,2-3day,7,2,No,Never,5,5,5,no,Yes,No,unchecked,checked,unchecked,checked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,7,No,No,No,No,No,No,No,No,No,No,No,No,Private,0 times,0 times,1 time,1 time,No,14,Yes,Yes
yes,Freshman,3.75,Female,Asian,No,No,No,Social Sciences,Yes,5,19,15,10,none,2-3day,7,0,No,Never,5,6,5,no,No,No,checked,checked,checked,checked,checked,checked,unchecked,1 time,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,"Yes, silent","Yes, report","Yes, report","Yes, report","Yes, report","Yes, report","Yes, report","Yes, report",No,No,No,No,Private,0 times,0 times,0 times,0 times,Somewhat,99,Yes,Yes
yes,Sophomore,3.8,Female,White/Caucasian,Yes,Yes,Yes,Social Sciences,Yes,5,18,20,5,other,>1week,8,3,No,Never,6,7,4,no,No,No,checked,unchecked,checked,unchecked,unchecked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,2-4 times,0 times,0 times,0 times,0 times,2-4 times,2-4 times,0 times,1 time,0 times,0 times,1 time,1 time,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,No,No,"Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent",No,No,No,No,No,Private,0 times,0 times,0 times,0 times,Yes,17,Yes,Yes
yes,Sophomore,3.91,Female,Asian,Yes,Yes,No,Social Sciences,Yes,4,17,15,10,pre-med,>1week,7,0,No,Never,7,8,6,no,No,No,unchecked,checked,checked,unchecked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,No,No,No,No,No,"Yes, silent",No,No,No,No,No,No,Private,0 times,0 times,0 times,0 times,Somewhat,99,Yes,Yes
yes,Freshman,3.981,Female,White/Caucasian,Yes,Yes,Yes,Natural Sciences,No,4,14,12,8,pre-med,>1week,6,1,No,Regularly,8,8,10,no,No,No,checked,checked,checked,unchecked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,"Yes, silent","Yes, silent",No,No,No,No,No,No,No,No,No,No,Private,0 times,0 times,0 times,0 times,Somewhat,99,Yes,Yes
yes,Senior,3.7,Female,White/Caucasian,Yes,Yes,No,Natural Sciences,No,3,9,20,20,other,>1week,8,5,No,Never,5,5,6,no,No,No,unchecked,checked,checked,unchecked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,5,No,No,"Yes, silent",No,"Yes, silent","Yes, silent","Yes, silent",No,No,No,No,No,Public,2-4 times,0 times,2-4 times,0 times,Somewhat,14,Yes,Somewhat
yes,Freshman,3.34,Female,White/Caucasian,Yes,Yes,No,Natural Sciences,No,5,14,15,5,other,2-3day,8,0,No,Never,5,6,7,no,No,No,unchecked,checked,checked,unchecked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,2-4 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,unchecked,checked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,8,"Yes, silent",No,No,No,No,No,No,No,No,No,No,No,Public,2-4 times,0 times,>4 times,0 times,Somewhat,12,Yes,Yes
yes,Freshman,3.85,Male,White/Caucasian,Yes,Yes,No,Natural Sciences,No,5,18,20,7,pre-med,>1week,6,0,No,Never,5,8,7,no,No,No,unchecked,checked,checked,unchecked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,unchecked,checked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,No,No,No,No,No,No,No,No,No,No,No,No,Private,0 times,0 times,0 times,0 times,Somewhat,99,Yes,Yes
yes,Sophomore,3.753,Female,White/Caucasian,Yes,Yes,No,Social Sciences,Yes,6,17,12,5,other,>1week,7,0,No,Never,8,8,7,no,No,No,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,No,No,No,"Yes, silent","Yes, silent","Yes, silent","Yes, silent",No,No,No,No,No,Public,0 times,0 times,0 times,0 times,Somewhat,99,Yes,Yes
yes,Freshman,3.77,Male,White/Caucasian,Yes,Yes,No,Natural Sciences,No,4,16,12,5,pre-med,>1week,8,2,No,Never,8,8,7,no,No,No,unchecked,checked,checked,unchecked,unchecked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,2-4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,No,No,"Yes, silent",No,No,No,No,No,No,No,No,No,Private,0 times,2-4 times,2-4 times,0 times,No,13,Yes,Yes
yes,Sophomore,3.62,Male,White/Caucasian,Yes,Yes,Yes,Social Sciences,Yes,4,14,8,8,pre-med,1day,9,20,"Yes, regularly",Never,4,4,5,yes,Yes,No,checked,checked,checked,checked,checked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,2-4 times,2-4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,2-4 times,2-4 times,2-4 times,0 times,0 times,0 times,0 times,1 time,0 times,1 time,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,"Yes, silent","Yes, silent",No,"Yes, silent","Yes, silent","Yes, silent","Yes, silent",No,No,No,No,No,Public,0 times,2-4 times,2-4 times,2-4 times,Yes,8,Yes,Yes
yes,Freshman,3.49,Female,Asian,Yes,No,Yes,Natural Sciences,No,5,20,19,5,pre-med,2-3day,8,2,"Yes, occasionally",Never,10,8,6,no,Yes,Yes,checked,checked,checked,checked,checked,checked,unchecked,1 time,2-4 times,0 times,0 times,0 times,>4 times,1 time,0 times,0 times,0 times,0 times,>4 times,2-4 times,0 times,0 times,>4 times,>4 times,>4 times,1 time,0 times,1 time,2-4 times,>4 times,>4 times,>4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,2-4 times,0 times,unchecked,checked,checked,checked,unchecked,unchecked,unchecked,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,"Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent",No,No,Yes,Yes,Yes,Yes,Public,>4 times,0 times,0 times,0 times,Yes,13,Yes,Yes
yes,Sophomore,2.4,Female,Black/African American,Yes,Yes,No,Natural Sciences,No,5,17,15,0,pre-med,2-3day,6,0,No,Never,7,9,8,no,No,No,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,2-4 times,2-4 times,1 time,1 time,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,2-4 times,2-4 times,2-4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,"Yes, silent","Yes, silent",No,"Yes, silent","Yes, silent","Yes, silent","Yes, silent",No,Maybe,No,Maybe,Maybe,Private,2-4 times,2-4 times,2-4 times,2-4 times,No,13,Yes,Yes
yes,Junior,2.9,Male,Asian,Yes,No,Yes,Natural Sciences,No,4,17,7,4,pre-med,2-3day,7,30,"Yes, regularly",Regularly,9,8,2,no,No,No,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,1 time,1 time,2-4 times,0 times,0 times,0 times,2-4 times,>4 times,>4 times,1 time,0 times,2-4 times,>4 times,0 times,0 times,0 times,0 times,0 times,2-4 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,unchecked,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,"Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent","Yes, silent",No,No,Maybe,Yes,Maybe,Public,0 times,1 time,>4 times,0 times,Somewhat,7,Yes,Yes
yes,Junior,3,Female,White/Caucasian,Yes,Yes,No,Natural Sciences,No,5,17,15,20,pre-med,>1week,8,0,No,Never,4,7,9,no,No,Yes,checked,checked,checked,unchecked,checked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,unchecked,unchecked,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,6,No,No,No,No,No,No,"Yes, silent",No,No,No,No,No,Public,0 times,0 times,0 times,0 times,No,99,No,Somewhat
yes,Sophomore,3.91,Female,Asian,Yes,No,No,Natural Sciences,No,6,19,35,10,pre-med,>1week,4,0,No,Never,5,5,7,no,No,No,checked,checked,checked,checked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,unchecked,unchecked,checked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,"Yes, silent","Yes, silent",No,"Yes, silent","Yes, silent","Yes, silent",No,No,No,No,No,No,Public,0 times,0 times,0 times,0 times,I don't know,15,Yes,Yes
yes,Sophomore,3.45,Female,White/Caucasian,Yes,Yes,Yes,Social Sciences,Yes,5,17,15,10,other,>1week,8,3,No,Never,7,9,7,no,No,No,checked,checked,checked,unchecked,checked,checked,unchecked,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,9,No,No,No,No,No,No,No,No,No,No,No,No,Private,0 times,0 times,0 times,0 times,Yes,9,Yes,Yes
yes,Sophomore,3.7,Female,Asian,Yes,Yes,No,Natural Sciences,No,5,20,25,6,pre-med,>1week,7,0,No,Never,10,10,8,no,No,Yes,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,2-4 times,>4 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,unchecked,unchecked,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,No,"Yes, silent",No,"Yes, silent",No,"Yes, silent","Yes, silent",No,No,No,No,No,Public,0 times,0 times,1 time,0 times,Somewhat,14,Yes,Somewhat
yes,Sophomore,3.4,Female,Asian,No,Yes,Yes,Natural Sciences,No,4,14,20,20,other,2-3day,7,5,No,Never,5,5,7,no,No,No,checked,checked,checked,unchecked,checked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,checked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,No,No,No,No,No,No,No,No,No,No,No,No,Private,0 times,0 times,0 times,0 times,Yes,99,Yes,Yes
yes,Sophomore,3.9,Female,Asian,Yes,No,No,Social Sciences,No,4,13,8,3,none,>1week,7,1,No,Never,9,9,6,no,No,No,checked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,2-4 times,0 times,0 times,1 time,0 times,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,1 time,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,1 time,0 times,0 times,0 times,0 times,0 times,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,6,"Yes, silent","Yes, silent",No,"Yes, silent",No,"Yes, silent",No,No,No,No,No,No,Public,1 time,0 times,0 times,0 times,No,15,No,No
yes,Freshman,3.914,Female,White/Caucasian,Yes,Yes,No,Humanities,No,4,16,21,21,pre-med,>1week,7,0,No,Never,5,6,8,yes,No,No,checked,checked,checked,unchecked,checked,checked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,"Yes, silent","Yes, silent",No,No,No,No,No,No,No,No,No,No,Private,0 times,0 times,0 times,0 times,Yes,99,Yes,Yes
yes,Sophomore,2.4,Male,Other,Yes,Yes,No,Natural Sciences,No,5,18,10,14,other,>1week,6,0,No,Never,10,10,10,no,No,Yes,checked,checked,checked,unchecked,checked,unchecked,unchecked,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,0 times,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,unchecked,checked,unchecked,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,No,No,No,No,No,No,No,No,No,No,No,No,Public,0 times,0 times,0 times,0 times,Yes,99,No,Somewhat
